txn_id,sender_id,receiver_id,amount,txn_type,txn_timestamp,channel
TXN0046788,ACC0000923,ACC0002295,175.54,P2M,2026-08-04 09:56:22.334907,QR
TXN0017906,ACC0001537,ACC0000223,384.91,P2P,2026-08-04 09:56:40.846474,INTENT
TXN0028122,ACC0002544,ACC0002603,1221.63,P2P,2026-08-04 09:57:05.266452,QR
TXN0016105,ACC0002920,ACC0001673,416.12,P2P,2026-08-04 09:57:21.127060,UPI_APP
TXN0044109,ACC0001596,ACC0002441,609.36,P2P,2026-08-04 09:57:21.451717,QR
TXN0033782,ACC0000180,ACC0000062,1391.23,P2P,2026-08-04 09:57:35.215419,QR
TXN0008744,ACC0001936,ACC0000293,414.64,P2M,2026-08-04 09:57:53.588478,UPI_APP
TXN0009200,ACC0002518,ACC0002948,535.71,P2P,2026-08-04 09:58:07.841989,INTENT
TXN0032324,ACC0002100,ACC0000647,381.44,P2P,2026-08-04 09:58:24.139247,INTENT
TXN0038198,ACC0004173,ACC0002214,370.15,P2P,2026-08-04 09:58:39.075601,UPI_APP
TXN0004167,ACC0001772,ACC0002529,99.93,P2P,2026-08-04 09:58:44.734687,INTENT
TXN0032215,ACC0002872,ACC0000434,2031.66,P2M,2026-08-04 09:58:47.337389,INTENT
TXN0016709,ACC0003856,ACC0002070,278.33,P2M,2026-08-04 09:59:22.013898,UPI_APP
TXN0012010,ACC0003219,ACC0001826,835.29,P2M,2026-08-04 09:59:24.746345,UPI_APP
TXN0001839,ACC0004409,ACC0003977,1557.31,P2M,2026-08-04 09:59:32.395368,QR
TXN0023473,ACC0003559,ACC0000153,1402.33,P2P,2026-08-04 09:59:41.225530,INTENT
TXN0017094,ACC0000364,ACC0002210,1869.06,P2P,2026-08-04 09:59:54.694506,UPI_APP
TXN0006552,ACC0002950,ACC0001574,239.41,P2P,2026-08-04 09:59:56.830314,INTENT
TXN0026959,ACC0001105,ACC0002674,213.97,P2P,2026-08-04 10:00:01.435831,UPI_APP
TXN0032269,ACC0003577,ACC0002204,769.34,P2P,2026-08-04 10:00:07.478308,UPI_APP
TXN0022078,ACC0000384,ACC0000070,1466.36,P2P,2026-08-04 10:00:14.008316,UPI_APP
TXN0049016,ACC0003097,ACC0001691,617.02,P2P,2026-08-04 10:00:16.197659,UPI_APP
TXN0020564,ACC0003957,ACC0000244,491.22,P2M,2026-08-04 10:00:26.284787,QR
TXN0003716,ACC0000460,ACC0001786,361.7,P2P,2026-08-04 10:00:27.077191,INTENT
TXN0042467,ACC0004490,ACC0003308,424.33,P2P,2026-08-04 10:00:32.698643,UPI_APP
TXN0048813,ACC0000650,ACC0000319,304.35,P2M,2026-08-04 10:00:46.905953,QR
TXN0038218,ACC0000086,ACC0003576,377.08,P2P,2026-08-04 10:00:59.561310,UPI_APP
TXN0038424,ACC0003689,ACC0000490,186.84,P2P,2026-08-04 10:01:02.583296,QR
TXN0006829,ACC0002620,ACC0004467,334.29,P2M,2026-08-04 10:01:08.212122,UPI_APP
TXN0016881,ACC0000351,ACC0002254,1296.88,P2P,2026-08-04 10:01:19.462170,QR
TXN0010343,ACC0002179,ACC0003531,1319.21,P2P,2026-08-04 10:01:35.387122,UPI_APP
TXN0015799,ACC0001811,ACC0002070,11555.09,P2P,2026-08-04 10:01:40.093938,QR
TXN0016679,ACC0001842,ACC0003342,719.05,P2P,2026-08-04 10:01:43.110991,QR
TXN0022045,ACC0001660,ACC0003053,1841.29,P2M,2026-08-04 10:01:50.858600,INTENT
TXN0000853,ACC0002478,ACC0003027,1208.81,P2P,2026-08-04 10:02:17.241285,INTENT
TXN0047892,ACC0000108,ACC0001440,429.77,P2P,2026-08-04 10:02:31.123220,INTENT
TXN0013381,ACC0000567,ACC0004401,3487.97,P2M,2026-08-04 10:02:33.287206,INTENT
TXN0027224,ACC0001107,ACC0002146,1363.77,P2P,2026-08-04 10:02:36.948289,INTENT
TXN0005779,ACC0004017,ACC0003165,1504.66,P2M,2026-08-04 10:02:56.018827,INTENT
TXN0023136,ACC0000301,ACC0000073,399.43,REFUND,2026-08-04 10:03:00.908470,INTENT
TXN0005031,ACC0003191,ACC0002809,503.95,P2P,2026-08-04 10:03:05.773965,UPI_APP
TXN0025232,ACC0000674,ACC0004470,696.85,P2M,2026-08-04 10:03:15.317597,QR
TXN0013621,ACC0003609,ACC0000005,149.13,REFUND,2026-08-04 10:03:25.392983,UPI_APP
TXN0031354,ACC0001884,ACC0002869,430.6,P2P,2026-08-04 10:04:05.455039,UPI_APP
TXN0005685,ACC0000695,ACC0000462,592.62,P2P,2026-08-04 10:04:06.198514,INTENT
TXN0046690,ACC0000559,ACC0002663,659.22,P2P,2026-08-04 10:04:07.143570,INTENT
TXN0035811,ACC0001279,ACC0002645,85.59,P2P,2026-08-04 10:04:13.894418,INTENT
TXN0005390,ACC0003125,ACC0002226,3880.81,P2P,2026-08-04 10:05:01.560976,QR
TXN0009923,ACC0002366,ACC0002982,1274.47,P2M,2026-08-04 10:05:03.261647,UPI_APP
TXN0007291,ACC0000448,ACC0003828,613.5,P2P,2026-08-04 10:05:13.341805,UPI_APP
TXN0026066,ACC0004042,ACC0001398,466.09,REFUND,2026-08-04 10:05:13.995891,UPI_APP
TXN0021540,ACC0001515,ACC0000625,896.59,P2P,2026-08-04 10:05:22.531389,QR
TXN0044921,ACC0003209,ACC0003801,200.32,P2M,2026-08-04 10:05:32.108487,INTENT
TXN0002542,ACC0003648,ACC0003000,4617.94,P2M,2026-08-04 10:05:34.107522,INTENT
TXN0023522,ACC0004441,ACC0000964,457.13,P2P,2026-08-04 10:05:38.109621,QR
TXN0035053,ACC0000082,ACC0001837,541.98,P2P,2026-08-04 10:05:44.807457,UPI_APP
TXN0035994,ACC0002023,ACC0000194,657.02,P2P,2026-08-04 10:06:02.796700,UPI_APP
TXN0018574,ACC0000859,ACC0004055,129.8,P2P,2026-08-04 10:06:06.031768,UPI_APP
TXN0025434,ACC0003433,ACC0003203,14932.0,P2P,2026-08-04 10:06:25.122590,QR
TXN0027227,ACC0004119,ACC0002489,1052.76,P2P,2026-08-04 10:06:54.576529,INTENT
TXN0033577,ACC0000360,ACC0002873,374.52,P2M,2026-08-04 10:07:03.674813,INTENT
TXN0037720,ACC0002125,ACC0002864,229.89,P2M,2026-08-04 10:07:15.175589,QR
TXN0004568,ACC0000990,ACC0001046,868.08,REFUND,2026-08-04 10:07:21.396929,INTENT
TXN0016880,ACC0001062,ACC0002902,370.34,P2P,2026-08-04 10:07:25.293073,UPI_APP
TXN0013543,ACC0002074,ACC0003498,1144.0,P2P,2026-08-04 10:07:38.361155,QR
TXN0028672,ACC0003077,ACC0000931,891.35,P2M,2026-08-04 10:07:44.210062,UPI_APP
TXN0026336,ACC0001158,ACC0002947,1690.77,P2M,2026-08-04 10:08:55.323763,INTENT
TXN0032635,ACC0001038,ACC0002261,438.24,P2P,2026-08-04 10:08:58.411719,QR
TXN0036534,ACC0003109,ACC0002228,1719.55,P2P,2026-08-04 10:09:35.634738,INTENT
TXN0023885,ACC0000312,ACC0003219,1038.68,P2P,2026-08-04 10:09:36.611315,INTENT
TXN0018351,ACC0003815,ACC0003758,238.21,P2M,2026-08-04 10:09:37.428702,QR
TXN0013529,ACC0001722,ACC0002593,1886.44,P2M,2026-08-04 10:09:45.674589,UPI_APP
TXN0047625,ACC0002690,ACC0003038,1049.16,P2P,2026-08-04 10:10:04.656220,UPI_APP
TXN0032704,ACC0004354,ACC0002243,11322.23,REFUND,2026-08-04 10:10:06.633269,UPI_APP
TXN0036048,ACC0002227,ACC0003291,774.97,P2P,2026-08-04 10:10:10.432060,UPI_APP
TXN0010696,ACC0001570,ACC0002483,206.4,P2P,2026-08-04 10:10:40.743689,INTENT
TXN0029152,ACC0002394,ACC0002663,3560.81,P2P,2026-08-04 10:10:46.536437,INTENT
TXN0015714,ACC0003640,ACC0002169,537.89,P2P,2026-08-04 10:11:06.544008,INTENT
TXN0032786,ACC0004490,ACC0003018,1411.05,REFUND,2026-08-04 10:11:09.558938,UPI_APP
TXN0007413,ACC0003711,ACC0000760,293.23,P2P,2026-08-04 10:11:14.104612,QR
TXN0009477,ACC0003174,ACC0002665,287.29,P2P,2026-08-04 10:11:26.143002,INTENT
TXN0029235,ACC0003551,ACC0003929,1728.77,P2P,2026-08-04 10:11:27.654872,QR
TXN0017484,ACC0002560,ACC0004170,3719.64,P2M,2026-08-04 10:11:37.681593,UPI_APP
TXN0040530,ACC0001829,ACC0002991,154.37,P2M,2026-08-04 10:11:38.335704,QR
TXN0022829,ACC0002243,ACC0003688,656.79,P2M,2026-08-04 10:11:48.228175,UPI_APP
TXN0013123,ACC0002428,ACC0002504,2776.47,P2M,2026-08-04 10:11:58.780984,QR
TXN0040477,ACC0000194,ACC0003926,189.03,P2P,2026-08-04 10:12:11.811154,UPI_APP
TXN0029307,ACC0001216,ACC0001109,539.13,P2M,2026-08-04 10:12:12.946895,QR
TXN0031952,ACC0003343,ACC0002016,916.78,P2P,2026-08-04 10:12:27.379386,UPI_APP
TXN0004229,ACC0001765,ACC0002832,3014.42,P2P,2026-08-04 10:12:29.539747,QR
TXN0041112,ACC0000121,ACC0002674,607.04,P2P,2026-08-04 10:12:33.894379,INTENT
TXN0030983,ACC0003891,ACC0000553,2214.65,P2P,2026-08-04 10:12:39.634982,UPI_APP
TXN0011545,ACC0000967,ACC0001370,132.77,P2M,2026-08-04 10:12:52.667489,UPI_APP
TXN0003160,ACC0002534,ACC0002025,594.79,P2P,2026-08-04 10:12:52.850764,UPI_APP
TXN0043242,ACC0001039,ACC0001057,1561.13,P2P,2026-08-04 10:12:58.694061,QR
TXN0001011,ACC0004333,ACC0003615,296.12,P2M,2026-08-04 10:13:01.982473,QR
TXN0007246,ACC0003592,ACC0003080,1136.84,P2M,2026-08-04 10:13:10.624711,INTENT
TXN0012789,ACC0002972,ACC0003937,232.49,P2P,2026-08-04 10:13:39.879782,INTENT
TXN0045681,ACC0001065,ACC0000115,650.15,P2P,2026-08-04 10:13:45.055258,INTENT
TXN0028695,ACC0002985,ACC0002648,188.02,P2M,2026-08-04 10:13:55.068850,INTENT
TXN0021411,ACC0003549,ACC0002804,921.61,P2P,2026-08-04 10:13:57.477537,QR
TXN0031232,ACC0001182,ACC0002566,667.45,P2M,2026-08-04 10:14:12.239801,QR
TXN0021083,ACC0000147,ACC0001350,252.7,P2P,2026-08-04 10:14:17.770568,INTENT
TXN0043622,ACC0000535,ACC0001059,2559.2,P2P,2026-08-04 10:14:26.196401,QR
TXN0000202,ACC0003486,ACC0004322,5677.52,P2P,2026-08-04 10:14:30.906848,QR
TXN0045271,ACC0000404,ACC0003122,263.0,P2P,2026-08-04 10:14:38.662176,QR
TXN0029064,ACC0003862,ACC0002975,1094.76,P2M,2026-08-04 10:14:50.171900,UPI_APP
TXN0003435,ACC0002830,ACC0000484,35.9,P2P,2026-08-04 10:15:13.440520,UPI_APP
TXN0010823,ACC0003429,ACC0001240,377.7,P2P,2026-08-04 10:15:21.877218,QR
TXN0001222,ACC0002565,ACC0000337,1510.3,P2P,2026-08-04 10:15:40.048314,QR
TXN0013650,ACC0000570,ACC0003828,695.7,P2P,2026-08-04 10:15:47.446616,QR
TXN0034210,ACC0000580,ACC0002488,1468.59,P2P,2026-08-04 10:15:47.872586,UPI_APP
TXN0035002,ACC0001053,ACC0002544,745.16,P2P,2026-08-04 10:15:54.622618,INTENT
TXN0034425,ACC0000599,ACC0000493,817.62,P2M,2026-08-04 10:16:06.157435,UPI_APP
TXN0015965,ACC0001121,ACC0003492,36.32,P2P,2026-08-04 10:16:10.235917,UPI_APP
TXN0027981,ACC0000979,ACC0001876,1054.71,P2P,2026-08-04 10:16:12.390458,UPI_APP
TXN0044855,ACC0002322,ACC0000935,1016.03,P2P,2026-08-04 10:16:13.796401,INTENT
TXN0021496,ACC0001442,ACC0000206,426.68,P2P,2026-08-04 10:16:15.311052,QR
TXN0009667,ACC0003789,ACC0000871,1840.74,P2P,2026-08-04 10:16:24.330795,UPI_APP
TXN0036550,ACC0003250,ACC0001079,36.66,P2M,2026-08-04 10:16:32.621135,INTENT
TXN0039898,ACC0003142,ACC0003469,1269.08,P2P,2026-08-04 10:16:41.003113,UPI_APP
TXN0027959,ACC0003970,ACC0002770,158.75,P2P,2026-08-04 10:17:20.109267,QR
TXN0026863,ACC0003471,ACC0001069,848.46,P2P,2026-08-04 10:17:26.180241,UPI_APP
TXN0048866,ACC0003680,ACC0000447,434.76,P2M,2026-08-04 10:17:27.675143,QR
TXN0029835,ACC0001577,ACC0003772,3710.88,P2P,2026-08-04 10:17:51.000638,QR
TXN0018535,ACC0003989,ACC0001959,1399.79,REFUND,2026-08-04 10:17:52.544504,INTENT
TXN0030001,ACC0001887,ACC0003531,1286.52,P2P,2026-08-04 10:18:11.632411,UPI_APP
TXN0004405,ACC0000885,ACC0001146,255.5,P2P,2026-08-04 10:18:29.597487,INTENT
TXN0014434,ACC0001647,ACC0000383,766.33,P2P,2026-08-04 10:18:41.120976,QR
TXN0046570,ACC0002944,ACC0003453,788.37,P2P,2026-08-04 10:18:41.884551,QR
TXN0044821,ACC0004045,ACC0000735,679.44,P2P,2026-08-04 10:18:56.496647,UPI_APP
TXN0037069,ACC0003723,ACC0001526,1085.04,P2P,2026-08-04 10:19:06.322282,QR
TXN0041849,ACC0004188,ACC0004217,4330.91,P2P,2026-08-04 10:19:22.979763,UPI_APP
TXN0009930,ACC0000659,ACC0004162,1786.77,P2P,2026-08-04 10:19:36.121216,UPI_APP
TXN0017355,ACC0003368,ACC0001133,855.31,P2P,2026-08-04 10:19:43.511025,UPI_APP
TXN0032105,ACC0002796,ACC0001935,371.56,P2P,2026-08-04 10:19:44.613786,QR
TXN0025048,ACC0003026,ACC0001436,163.79,P2P,2026-08-04 10:19:54.343912,UPI_APP
TXN0007053,ACC0001188,ACC0003839,263.78,P2P,2026-08-04 10:19:56.596229,QR
TXN0005098,ACC0001929,ACC0000990,1615.43,P2P,2026-08-04 10:20:32.153428,UPI_APP
TXN0005464,ACC0003484,ACC0004489,5983.55,P2M,2026-08-04 10:20:32.425599,INTENT
TXN0002851,ACC0000816,ACC0003385,260.57,P2P,2026-08-04 10:20:44.226628,INTENT
TXN0038897,ACC0002922,ACC0000881,215.07,P2P,2026-08-04 10:20:47.511654,UPI_APP
TXN0004457,ACC0002278,ACC0000168,604.44,P2P,2026-08-04 10:20:55.238682,INTENT
TXN0047178,ACC0001027,ACC0004024,420.44,P2P,2026-08-04 10:20:55.777593,UPI_APP
TXN0040976,ACC0001832,ACC0002271,404.17,REFUND,2026-08-04 10:21:04.447975,UPI_APP
TXN0048100,ACC0001244,ACC0002765,190.02,P2P,2026-08-04 10:21:17.943417,UPI_APP
TXN0005990,ACC0000518,ACC0004054,501.2,P2M,2026-08-04 10:21:18.853384,UPI_APP
TXN0014587,ACC0003459,ACC0000785,1557.76,P2M,2026-08-04 10:21:29.720516,QR
TXN0008261,ACC0001511,ACC0000340,475.93,P2P,2026-08-04 10:21:54.863127,INTENT
TXN0008992,ACC0003689,ACC0000932,340.11,P2M,2026-08-04 10:21:57.056207,INTENT
TXN0000840,ACC0002529,ACC0000546,696.64,P2P,2026-08-04 10:22:02.080330,INTENT
TXN0036457,ACC0003932,ACC0001641,478.4,P2M,2026-08-04 10:22:13.145315,INTENT
TXN0041343,ACC0004482,ACC0004350,1803.03,P2P,2026-08-04 10:22:22.764573,QR
TXN0002428,ACC0003279,ACC0003633,127.56,REFUND,2026-08-04 10:23:00.549045,QR
TXN0021609,ACC0000291,ACC0000364,1782.21,P2P,2026-08-04 10:23:00.933063,INTENT
TXN0043980,ACC0000331,ACC0003118,1516.44,P2P,2026-08-04 10:23:03.199380,UPI_APP
TXN0018496,ACC0003526,ACC0002359,634.78,P2M,2026-08-04 10:23:07.958070,QR
TXN0000852,ACC0001721,ACC0003791,152.05,P2P,2026-08-04 10:23:45.105289,INTENT
TXN0029844,ACC0002047,ACC0003231,1235.59,P2M,2026-08-04 10:23:46.262614,QR
TXN0018100,ACC0002012,ACC0000081,1136.51,P2P,2026-08-04 10:23:49.816643,UPI_APP
TXN0014144,ACC0003028,ACC0003812,494.37,P2M,2026-08-04 10:24:04.034269,INTENT
TXN0025847,ACC0003202,ACC0001276,413.21,P2P,2026-08-04 10:24:22.929653,QR
TXN0044990,ACC0002205,ACC0003666,1796.27,P2M,2026-08-04 10:24:34.705145,INTENT
TXN0034774,ACC0000547,ACC0001150,1275.04,P2M,2026-08-04 10:24:38.981327,UPI_APP
TXN0034647,ACC0000219,ACC0002758,281.22,P2P,2026-08-04 10:24:54.820424,INTENT
TXN0031189,ACC0003115,ACC0003453,779.86,P2P,2026-08-04 10:24:57.384734,QR
TXN0048519,ACC0003716,ACC0004410,3240.55,P2P,2026-08-04 10:25:04.955792,UPI_APP
TXN0018843,ACC0002831,ACC0003989,816.58,P2P,2026-08-04 10:25:11.349772,QR
TXN0012017,ACC0003931,ACC0003370,1432.34,P2P,2026-08-04 10:25:13.741248,QR
TXN0013800,ACC0000993,ACC0000032,2584.03,P2P,2026-08-04 10:25:20.787555,UPI_APP
TXN0035548,ACC0001910,ACC0004338,235.4,P2P,2026-08-04 10:25:35.644243,QR
TXN0029684,ACC0002322,ACC0003751,311.98,P2P,2026-08-04 10:25:43.008949,UPI_APP
TXN0004088,ACC0003023,ACC0001059,431.68,P2P,2026-08-04 10:25:46.370777,QR
TXN0035906,ACC0000147,ACC0002189,2662.1,P2P,2026-08-04 10:25:56.623608,INTENT
TXN0036598,ACC0001659,ACC0000462,2351.21,P2M,2026-08-04 10:26:01.255023,INTENT
TXN0010801,ACC0003058,ACC0001728,149.86,P2P,2026-08-04 10:26:02.122047,QR
TXN0048685,ACC0003926,ACC0002703,1347.78,P2P,2026-08-04 10:26:09.701059,UPI_APP
TXN0034141,ACC0002820,ACC0000958,517.33,P2P,2026-08-04 10:26:18.217748,QR
TXN0021898,ACC0000453,ACC0000289,371.2,P2P,2026-08-04 10:26:18.834195,INTENT
TXN0043047,ACC0003078,ACC0001705,190.47,P2P,2026-08-04 10:26:22.400750,QR
TXN0041097,ACC0004463,ACC0003981,694.83,P2P,2026-08-04 10:26:31.025896,INTENT
TXN0032234,ACC0002988,ACC0001941,441.17,P2P,2026-08-04 10:26:37.078439,INTENT
TXN0001623,ACC0002235,ACC0000285,1521.1,P2P,2026-08-04 10:26:40.556285,QR
TXN0023994,ACC0002145,ACC0000505,678.54,P2M,2026-08-04 10:26:54.398097,INTENT
TXN0039769,ACC0000433,ACC0003503,987.53,P2P,2026-08-04 10:27:03.461553,UPI_APP
TXN0041548,ACC0001604,ACC0000960,1185.82,P2M,2026-08-04 10:27:05.960290,UPI_APP
TXN0002177,ACC0000385,ACC0003634,654.05,P2M,2026-08-04 10:27:08.531808,QR
TXN0019260,ACC0004269,ACC0000461,52.97,REFUND,2026-08-04 10:27:15.468358,UPI_APP
TXN0006681,ACC0001933,ACC0000921,678.1,P2M,2026-08-04 10:27:15.694223,INTENT
TXN0034366,ACC0002553,ACC0003385,758.47,P2M,2026-08-04 10:27:23.042548,QR
TXN0038519,ACC0001103,ACC0003934,1121.0,P2P,2026-08-04 10:27:31.103856,UPI_APP
TXN0022240,ACC0000841,ACC0000034,562.56,P2M,2026-08-04 10:27:42.210229,QR
TXN0017198,ACC0000945,ACC0003527,1077.01,P2P,2026-08-04 10:28:15.185352,INTENT
TXN0023933,ACC0003282,ACC0000886,585.05,P2P,2026-08-04 10:28:15.263568,INTENT
TXN0028758,ACC0001535,ACC0004164,448.36,P2M,2026-08-04 10:28:25.097684,INTENT
TXN0002551,ACC0000546,ACC0002609,313.1,P2P,2026-08-04 10:28:30.811935,UPI_APP
TXN0003588,ACC0000304,ACC0002262,1032.12,P2M,2026-08-04 10:28:31.437357,INTENT
TXN0016159,ACC0004036,ACC0003952,561.52,P2P,2026-08-04 10:28:34.761089,INTENT
TXN0033560,ACC0000367,ACC0002450,1253.9,P2P,2026-08-04 10:28:49.829601,UPI_APP
TXN0000224,ACC0002959,ACC0002749,185.43,P2P,2026-08-04 10:28:58.976049,UPI_APP
TXN0032675,ACC0004104,ACC0001310,1180.67,P2P,2026-08-04 10:29:00.031433,QR
TXN0027166,ACC0001034,ACC0002604,62.73,P2P,2026-08-04 10:29:31.027866,UPI_APP
TXN0018833,ACC0003678,ACC0002402,279.71,P2P,2026-08-04 10:29:33.698442,INTENT
TXN0005922,ACC0000028,ACC0001247,463.14,P2P,2026-08-04 10:29:41.290672,UPI_APP
TXN0008689,ACC0000718,ACC0001161,430.16,P2M,2026-08-04 10:29:41.487076,UPI_APP
TXN0038023,ACC0003865,ACC0000998,1783.07,P2P,2026-08-04 10:29:41.860019,QR
TXN0014408,ACC0004076,ACC0000883,84.85,REFUND,2026-08-04 10:29:44.903643,INTENT
TXN0028428,ACC0000850,ACC0004249,379.58,P2M,2026-08-04 10:29:50.012442,QR
TXN0004213,ACC0002249,ACC0003838,616.71,P2P,2026-08-04 10:29:54.719854,INTENT
TXN0016262,ACC0003256,ACC0003254,1396.5,P2P,2026-08-04 10:29:57.057728,UPI_APP
TXN0003456,ACC0002985,ACC0004277,171.95,P2M,2026-08-04 10:30:10.253922,QR
TXN0044906,ACC0002361,ACC0003450,3395.11,P2P,2026-08-04 10:30:19.631231,UPI_APP
TXN0020272,ACC0004182,ACC0000975,384.17,P2P,2026-08-04 10:30:20.369534,UPI_APP
TXN0037139,ACC0000092,ACC0002528,12409.97,P2P,2026-08-04 10:30:21.362945,UPI_APP
TXN0049230,ACC0003131,ACC0001602,206.07,P2P,2026-08-04 10:30:34.605256,UPI_APP
TXN0038363,ACC0003667,ACC0000785,257.69,P2P,2026-08-04 10:30:40.982901,INTENT
TXN0047760,ACC0001356,ACC0001952,938.47,P2P,2026-08-04 10:31:05.877570,INTENT
TXN0016367,ACC0000163,ACC0000119,525.87,P2P,2026-08-04 10:31:08.212431,QR
TXN0042417,ACC0003382,ACC0003236,139.22,P2P,2026-08-04 10:31:29.539296,INTENT
TXN0044600,ACC0000531,ACC0004011,1723.9,P2P,2026-08-04 10:31:36.203691,QR
TXN0001714,ACC0000623,ACC0000731,430.81,P2P,2026-08-04 10:31:39.207720,QR
TXN0006176,ACC0002997,ACC0003378,1885.51,P2P,2026-08-04 10:31:46.740208,UPI_APP
TXN0038151,ACC0001332,ACC0000135,1674.91,P2P,2026-08-04 10:31:47.144056,QR
TXN0015520,ACC0002939,ACC0000214,7080.85,P2P,2026-08-04 10:31:58.916216,INTENT
TXN0023830,ACC0000516,ACC0003568,2519.09,P2P,2026-08-04 10:32:04.501836,QR
TXN0050042,MULE0010400,MULE0010401,23805.78,P2P,2026-08-04 10:32:04.763803,UPI_APP
TXN0001836,ACC0001543,ACC0000975,533.39,REFUND,2026-08-04 10:32:11.694025,INTENT
TXN0001359,ACC0002706,ACC0003011,1505.51,P2P,2026-08-04 10:32:22.222486,UPI_APP
TXN0043238,ACC0000600,ACC0004388,883.46,P2P,2026-08-04 10:32:29.644378,QR
TXN0032279,ACC0003437,ACC0000050,2602.73,P2P,2026-08-04 10:32:31.826037,QR
TXN0031502,ACC0002108,ACC0004323,1231.68,P2P,2026-08-04 10:32:34.588775,UPI_APP
TXN0040560,ACC0001783,ACC0002270,466.91,P2P,2026-08-04 10:32:35.162799,QR
TXN0049926,ACC0001256,ACC0000858,13277.0,P2M,2026-08-04 10:32:41.350419,QR
TXN0002830,ACC0002349,ACC0003039,315.32,REFUND,2026-08-04 10:32:41.611143,QR
TXN0041909,ACC0002038,ACC0003592,1756.61,P2P,2026-08-04 10:33:01.404437,UPI_APP
TXN0010873,ACC0003131,ACC0004018,960.71,P2M,2026-08-04 10:33:07.003093,UPI_APP
TXN0046880,ACC0003638,ACC0000230,1492.52,P2M,2026-08-04 10:33:20.991232,UPI_APP
TXN0018750,ACC0002212,ACC0003375,714.29,P2P,2026-08-04 10:33:22.964185,INTENT
TXN0019029,ACC0002928,ACC0000096,848.08,P2P,2026-08-04 10:33:23.667115,INTENT
TXN0050048,MULE0010400,MULE0010407,24959.6,P2P,2026-08-04 10:33:36.176071,UPI_APP
TXN0003219,ACC0003819,ACC0002623,103.01,P2P,2026-08-04 10:33:37.015663,UPI_APP
TXN0009327,ACC0002561,ACC0001466,1331.53,P2P,2026-08-04 10:33:46.313356,INTENT
TXN0019230,ACC0000466,ACC0002028,1681.31,P2P,2026-08-04 10:33:57.654561,UPI_APP
TXN0042963,ACC0002971,ACC0001701,666.81,P2M,2026-08-04 10:34:01.603654,QR
TXN0037284,ACC0003969,ACC0002877,7944.69,P2M,2026-08-04 10:34:07.284581,QR
TXN0010638,ACC0004269,ACC0000709,312.93,P2P,2026-08-04 10:34:49.987385,QR
TXN0033575,ACC0000259,ACC0003351,388.99,P2P,2026-08-04 10:34:58.241987,QR
TXN0050054,MULE0010400,MULE0010413,25691.66,P2P,2026-08-04 10:35:00.167635,UPI_APP
TXN0034263,ACC0001518,ACC0000649,251.09,P2P,2026-08-04 10:35:01.609280,UPI_APP
TXN0003717,ACC0003502,ACC0003982,1441.98,P2P,2026-08-04 10:35:05.824371,INTENT
TXN0024988,ACC0003154,ACC0002629,698.21,P2P,2026-08-04 10:35:10.098173,UPI_APP
TXN0037657,ACC0002155,ACC0001088,1558.42,P2M,2026-08-04 10:35:27.839249,INTENT
TXN0031848,ACC0003221,ACC0002482,347.03,P2P,2026-08-04 10:35:47.561810,UPI_APP
TXN0036224,ACC0002122,ACC0002184,741.0,P2P,2026-08-04 10:35:49.987231,INTENT
TXN0027967,ACC0002147,ACC0003533,497.52,REFUND,2026-08-04 10:35:55.107988,INTENT
TXN0007879,ACC0000157,ACC0002114,8770.2,P2M,2026-08-04 10:36:11.267531,QR
TXN0003945,ACC0002925,ACC0000157,135.03,P2P,2026-08-04 10:36:29.865989,QR
TXN0050050,MULE0010400,MULE0010409,26249.73,P2P,2026-08-04 10:36:32.469233,UPI_APP
TXN0038291,ACC0002460,ACC0001994,1836.65,P2P,2026-08-04 10:36:45.314057,UPI_APP
TXN0012436,ACC0000049,ACC0001696,767.56,P2M,2026-08-04 10:36:52.632075,QR
TXN0029977,ACC0004178,ACC0001062,572.82,P2P,2026-08-04 10:36:54.165806,UPI_APP
TXN0023401,ACC0000945,ACC0002939,224.95,P2P,2026-08-04 10:36:59.153190,QR
TXN0036419,ACC0000510,ACC0003056,207.48,P2P,2026-08-04 10:37:05.150945,UPI_APP
TXN0029078,ACC0001774,ACC0001302,250.86,P2M,2026-08-04 10:37:07.105523,INTENT
TXN0006642,ACC0001165,ACC0000792,4262.14,P2P,2026-08-04 10:37:09.022123,INTENT
TXN0001170,ACC0002423,ACC0003043,141.67,P2M,2026-08-04 10:37:15.081348,UPI_APP
TXN0015207,ACC0003742,ACC0001071,463.72,P2P,2026-08-04 10:37:22.157197,UPI_APP
TXN0036835,ACC0000606,ACC0002227,750.58,P2M,2026-08-04 10:37:28.028809,QR
TXN0041636,ACC0004201,ACC0001553,663.84,P2P,2026-08-04 10:37:31.025543,QR
TXN0030789,ACC0000330,ACC0004256,871.83,P2P,2026-08-04 10:37:34.604196,UPI_APP
TXN0001270,ACC0001102,ACC0001806,685.63,P2M,2026-08-04 10:37:36.106907,QR
TXN0027516,ACC0001696,ACC0001113,68.28,P2P,2026-08-04 10:37:38.807891,UPI_APP
TXN0022492,ACC0001109,ACC0000950,543.12,P2P,2026-08-04 10:37:42.477295,INTENT
TXN0039292,ACC0000644,ACC0000461,771.48,P2P,2026-08-04 10:37:45.749147,INTENT
TXN0008401,ACC0004336,ACC0004463,453.4,P2M,2026-08-04 10:37:59.593206,UPI_APP
TXN0017600,ACC0000993,ACC0003940,573.41,P2M,2026-08-04 10:38:00.369706,INTENT
